cv_valid_train_sample_191991-v1_cv_valid_train_sample_191991;cv_valid_train_sample_191991-v1;cv_valid_train_sample_191991;i'm supposed to know my way around;i'm supposed to know my way around;2
cv_valid_train_sample_191992-v1_cv_valid_train_sample_191992;cv_valid_train_sample_191992-v1;cv_valid_train_sample_191992;most of them were staring quietly at the big table;most of them were staring quietly at the big table;2
cv_valid_train_sample_191993-v1_cv_valid_train_sample_191993;cv_valid_train_sample_191993-v1;cv_valid_train_sample_191993;never mind those guys;never mind those guys;2
cv_valid_train_sample_191994-v1_cv_valid_train_sample_191994;cv_valid_train_sample_191994-v1;cv_valid_train_sample_191994;robin had some sort of date with tracy;robin had some sort of date with tracy;2
cv_valid_train_sample_191995-v1_cv_valid_train_sample_191995;cv_valid_train_sample_191995-v1;cv_valid_train_sample_191995;give me my book the boy said;give me my book the boy said;2
cv_valid_train_sample_191996-v1_cv_valid_train_sample_191996;cv_valid_train_sample_191996-v1;cv_valid_train_sample_191996;we took all the chances;we took all the chances;2
cv_valid_train_sample_191997-v1_cv_valid_train_sample_191997;cv_valid_train_sample_191997-v1;cv_valid_train_sample_191997;his life and his path had always provided him with enough omens;his life and his path had always provided him with enough omens;2
cv_valid_train_sample_191998-v1_cv_valid_train_sample_191998;cv_valid_train_sample_191998-v1;cv_valid_train_sample_191998;the newspaper articles had prepared everyone for the reception of the idea;the newspaper articles had prepared everyone for the reception of the idea;2
cv_valid_train_sample_191999-v1_cv_valid_train_sample_191999;cv_valid_train_sample_191999-v1;cv_valid_train_sample_191999;from here on you will be alone the alchemist said;from here on you will be alone the alchemist said;2
cv_valid_train_sample_192000-v1_cv_valid_train_sample_192000;cv_valid_train_sample_192000-v1;cv_valid_train_sample_192000;lighthouses in a foggy world;lighthouses in a foggy world;2
cv_valid_train_sample_192001-v1_cv_valid_train_sample_192001;cv_valid_train_sample_192001-v1;cv_valid_train_sample_192001;many people are traumatized after this sailing accident and need intensive care;many people are traumatized after this sailing accident and need intensive care;2
cv_valid_train_sample_192002-v1_cv_valid_train_sample_192002;cv_valid_train_sample_192002-v1;cv_valid_train_sample_192002;opening the source code can be a measure to create trust in software;opening the source code can be a measure to create trust in software;2
cv_valid_train_sample_192003-v1_cv_valid_train_sample_192003;cv_valid_train_sample_192003-v1;cv_valid_train_sample_192003;he approached the mass and was surprised at the size and the shape;he approached the mass and was surprised at the size and the shape;2
cv_valid_train_sample_192004-v1_cv_valid_train_sample_192004;cv_valid_train_sample_192004-v1;cv_valid_train_sample_192004;at that point the omens will tell you that your treasure is buried forever;at that point the omens will tell you that your treasure is buried forever;2
cv_valid_train_sample_192005-v1_cv_valid_train_sample_192005;cv_valid_train_sample_192005-v1;cv_valid_train_sample_192005;i thought you were gone;i thought you were gone;2
cv_valid_train_sample_192006-v1_cv_valid_train_sample_192006;cv_valid_train_sample_192006-v1;cv_valid_train_sample_192006;the router overheated and needed to be restarted;the router overheated and needed to be restarted;2
cv_valid_train_sample_192007-v1_cv_valid_train_sample_192007;cv_valid_train_sample_192007-v1;cv_valid_train_sample_192007;he didn't need to seek out the old woman for this;he didn't need to seek out the old woman for this;2
cv_valid_train_sample_192008-v1_cv_valid_train_sample_192008;cv_valid_train_sample_192008-v1;cv_valid_train_sample_192008;this is jon davis;this is jon davis;2
cv_valid_train_sample_192009-v1_cv_valid_train_sample_192009;cv_valid_train_sample_192009-v1;cv_valid_train_sample_192009;but he found it much more interesting to observe the caravan and listen to the wind;but he found it much more interesting to observe the caravan and listen to the wind;2
cv_valid_train_sample_192010-v1_cv_valid_train_sample_192010;cv_valid_train_sample_192010-v1;cv_valid_train_sample_192010;the other son was a poet and delighted all of rome with his beautiful verses;the other son was a poet and delighted all of rome with his beautiful verses;2
cv_valid_train_sample_192011-v1_cv_valid_train_sample_192011;cv_valid_train_sample_192011-v1;cv_valid_train_sample_192011;most of them were staring quietly at the big table;most of them were staring quietly at the big table;2
cv_valid_train_sample_192012-v1_cv_valid_train_sample_192012;cv_valid_train_sample_192012-v1;cv_valid_train_sample_192012;the boy accustomed to recognizing omens spoke to the merchant;the boy accustomed to recognizing omens spoke to the merchant;2
cv_valid_train_sample_192013-v1_cv_valid_train_sample_192013;cv_valid_train_sample_192013-v1;cv_valid_train_sample_192013;but nowhere could he find his new companion;but nowhere could he find his new companion;2
cv_valid_train_sample_192014-v1_cv_valid_train_sample_192014;cv_valid_train_sample_192014-v1;cv_valid_train_sample_192014;don't try to move;don't try to move;2
cv_valid_train_sample_192015-v1_cv_valid_train_sample_192015;cv_valid_train_sample_192015-v1;cv_valid_train_sample_192015;that he wanted to travel;that he wanted to travel;2
cv_valid_train_sample_192016-v1_cv_valid_train_sample_192016;cv_valid_train_sample_192016-v1;cv_valid_train_sample_192016;well then stand up;well then stand up;2
cv_valid_train_sample_192017-v1_cv_valid_train_sample_192017;cv_valid_train_sample_192017-v1;cv_valid_train_sample_192017;they provided warnings about thieves and barbarian tribes;they provided warnings about thieves and barbarian tribes;2
cv_valid_train_sample_192018-v1_cv_valid_train_sample_192018;cv_valid_train_sample_192018-v1;cv_valid_train_sample_192018;everything in the universe evolved he said;everything in the universe evolved he said;2
cv_valid_train_sample_192019-v1_cv_valid_train_sample_192019;cv_valid_train_sample_192019-v1;cv_valid_train_sample_192019;he had been to the village only once the year before;he had been to the village only once the year before;2
cv_valid_train_sample_192020-v1_cv_valid_train_sample_192020;cv_valid_train_sample_192020-v1;cv_valid_train_sample_192020;an old man with a breastplate of gold wouldn't have lied just to acquire six sheep;an old man with a breastplate of gold wouldn't have lied just to acquire six sheep;2
cv_valid_train_sample_192021-v1_cv_valid_train_sample_192021;cv_valid_train_sample_192021-v1;cv_valid_train_sample_192021;then he sat in the sunfilled doorway smoking the hookah;then he sat in the sunfilled doorway smoking the hookah;2
cv_valid_train_sample_192022-v1_cv_valid_train_sample_192022;cv_valid_train_sample_192022-v1;cv_valid_train_sample_192022;he placed the dvd into the player;he placed the dvd into the player;2
cv_valid_train_sample_192023-v1_cv_valid_train_sample_192023;cv_valid_train_sample_192023-v1;cv_valid_train_sample_192023;my mind ran on the possibilities of its content;my mind ran on the possibilities of its content;2
cv_valid_train_sample_192024-v1_cv_valid_train_sample_192024;cv_valid_train_sample_192024-v1;cv_valid_train_sample_192024;there was a murmur from the crowd;there was a murmur from the crowd;2
cv_valid_train_sample_192025-v1_cv_valid_train_sample_192025;cv_valid_train_sample_192025-v1;cv_valid_train_sample_192025;you can't bribe me;you can't bribe me;2
cv_valid_train_sample_192026-v1_cv_valid_train_sample_192026;cv_valid_train_sample_192026-v1;cv_valid_train_sample_192026;some of the grey ash was falling off the circular edge;some of the grey ash was falling off the circular edge;2
cv_valid_train_sample_192027-v1_cv_valid_train_sample_192027;cv_valid_train_sample_192027-v1;cv_valid_train_sample_192027;i don't believe it;i don't believe it;2
cv_valid_train_sample_192028-v1_cv_valid_train_sample_192028;cv_valid_train_sample_192028-v1;cv_valid_train_sample_192028;close shot of the colonel;close shot of the colonel;2
cv_valid_train_sample_192029-v1_cv_valid_train_sample_192029;cv_valid_train_sample_192029-v1;cv_valid_train_sample_192029;the boy brought his horse closer;the boy brought his horse closer;2
cv_valid_train_sample_192030-v1_cv_valid_train_sample_192030;cv_valid_train_sample_192030-v1;cv_valid_train_sample_192030;and the sand and gravel had been flung violently in every direction;and the sand and gravel had been flung violently in every direction;2
cv_valid_train_sample_192031-v1_cv_valid_train_sample_192031;cv_valid_train_sample_192031-v1;cv_valid_train_sample_192031;then get out of here;then get out of here;2
cv_valid_train_sample_192032-v1_cv_valid_train_sample_192032;cv_valid_train_sample_192032-v1;cv_valid_train_sample_192032;it's like the flight of those two hawks it can't be understood by reason alone;it's like the flight of those two hawks it can't be understood by reason alone;2
cv_valid_train_sample_192033-v1_cv_valid_train_sample_192033;cv_valid_train_sample_192033-v1;cv_valid_train_sample_192033;the boy reminded the old man that he had said something about hidden treasure;the boy reminded the old man that he had said something about hidden treasure;2
cv_valid_train_sample_192034-v1_cv_valid_train_sample_192034;cv_valid_train_sample_192034-v1;cv_valid_train_sample_192034;the authors claim to specifically address variations due to geometric transformations in the acquired images;the authors claim to specifically address variations due to geometric transformations in the acquired images;2
cv_valid_train_sample_192035-v1_cv_valid_train_sample_192035;cv_valid_train_sample_192035-v1;cv_valid_train_sample_192035;and if you improve on the present what comes later will also be better;and if you improve on the present what comes later will also be better;2
cv_valid_train_sample_192036-v1_cv_valid_train_sample_192036;cv_valid_train_sample_192036-v1;cv_valid_train_sample_192036;he appeared with the first stars of evening;he appeared with the first stars of evening;2
cv_valid_train_sample_192037-v1_cv_valid_train_sample_192037;cv_valid_train_sample_192037-v1;cv_valid_train_sample_192037;it could be computed in many ways which would give more or less equivalent results;it could be computed in many ways which would give more or less equivalent results;2
cv_valid_train_sample_192038-v1_cv_valid_train_sample_192038;cv_valid_train_sample_192038-v1;cv_valid_train_sample_192038;some of those who saw its flight say it travelled with a hissing sound;some of those who saw its flight say it travelled with a hissing sound;2
cv_valid_train_sample_192039-v1_cv_valid_train_sample_192039;cv_valid_train_sample_192039-v1;cv_valid_train_sample_192039;people saw me coming and welcomed me he thought;people saw me coming and welcomed me he thought;2
cv_valid_train_sample_192040-v1_cv_valid_train_sample_192040;cv_valid_train_sample_192040-v1;cv_valid_train_sample_192040;the man preferred basil over parsley;the man preferred basil over parsley;2
cv_valid_train_sample_192041-v1_cv_valid_train_sample_192041;cv_valid_train_sample_192041-v1;cv_valid_train_sample_192041;why couldn't you just look at his feet;why couldn't you just look at his feet;2
cv_valid_train_sample_192042-v1_cv_valid_train_sample_192042;cv_valid_train_sample_192042-v1;cv_valid_train_sample_192042;hires two personal trainers and make one of them train the other one;hires two personal trainers and make one of them train the other one;2
cv_valid_train_sample_192043-v1_cv_valid_train_sample_192043;cv_valid_train_sample_192043-v1;cv_valid_train_sample_192043;he was sure the girl would never understand;he was sure the girl would never understand;2
cv_valid_train_sample_192044-v1_cv_valid_train_sample_192044;cv_valid_train_sample_192044-v1;cv_valid_train_sample_192044;the burning fire had been extinguished;the burning fire had been extinguished;2
cv_valid_train_sample_192045-v1_cv_valid_train_sample_192045;cv_valid_train_sample_192045-v1;cv_valid_train_sample_192045;that baker he said to himself without completing the thought;that baker he said to himself without completing the thought;2
cv_valid_train_sample_192046-v1_cv_valid_train_sample_192046;cv_valid_train_sample_192046-v1;cv_valid_train_sample_192046;you can't do that to me;you can't do that to me;2
cv_valid_train_sample_192047-v1_cv_valid_train_sample_192047;cv_valid_train_sample_192047-v1;cv_valid_train_sample_192047;but that's what they gave me;but that's what they gave me;2
cv_valid_train_sample_192048-v1_cv_valid_train_sample_192048;cv_valid_train_sample_192048-v1;cv_valid_train_sample_192048;i heard a faint movement under my feet;i heard a faint movement under my feet;2
cv_valid_train_sample_192049-v1_cv_valid_train_sample_192049;cv_valid_train_sample_192049-v1;cv_valid_train_sample_192049;it was such a gradual movement that he found it only by noticing the dots;it was such a gradual movement that he found it only by noticing the dots;2
cv_valid_train_sample_192050-v1_cv_valid_train_sample_192050;cv_valid_train_sample_192050-v1;cv_valid_train_sample_192050;the medical industry saves lives;the medical industry saves lives;2
cv_valid_train_sample_192051-v1_cv_valid_train_sample_192051;cv_valid_train_sample_192051-v1;cv_valid_train_sample_192051;and they had understood each other perfectly well;and they had understood each other perfectly well;2
cv_valid_train_sample_192052-v1_cv_valid_train_sample_192052;cv_valid_train_sample_192052-v1;cv_valid_train_sample_192052;there's gold here he said;there's gold here he said;2
cv_valid_train_sample_192053-v1_cv_valid_train_sample_192053;cv_valid_train_sample_192053-v1;cv_valid_train_sample_192053;a steel framed table separated one half of the room from the other;a steel framed table separated one half of the room from the other;2
cv_valid_train_sample_192054-v1_cv_valid_train_sample_192054;cv_valid_train_sample_192054-v1;cv_valid_train_sample_192054;our group played guitars while the others randomly hit resonant objects;our group played guitars while the others randomly hit resonant objects;2
cv_valid_train_sample_192055-v1_cv_valid_train_sample_192055;cv_valid_train_sample_192055-v1;cv_valid_train_sample_192055;instead the stranger lowered it slowly until the point touched the boy's forehead;instead the stranger lowered it slowly until the point touched the boy's forehead;2
cv_valid_train_sample_192056-v1_cv_valid_train_sample_192056;cv_valid_train_sample_192056-v1;cv_valid_train_sample_192056;vicky wanted to not make a spectacle of herself;vicky wanted to not make a spectacle of herself;2
cv_valid_train_sample_192057-v1_cv_valid_train_sample_192057;cv_valid_train_sample_192057-v1;cv_valid_train_sample_192057;this morning i found a calculator taped to my wii;this morning i found a calculator taped to my wii;2
cv_valid_train_sample_192058-v1_cv_valid_train_sample_192058;cv_valid_train_sample_192058-v1;cv_valid_train_sample_192058;the alchemist removed the pan from the fire and set it aside to cool;the alchemist removed the pan from the fire and set it aside to cool;2
cv_valid_train_sample_192059-v1_cv_valid_train_sample_192059;cv_valid_train_sample_192059-v1;cv_valid_train_sample_192059;he stuck his hand into the pouch and felt around for one of the stones;he stuck his hand into the pouch and felt around for one of the stones;2
cv_valid_train_sample_192060-v1_cv_valid_train_sample_192060;cv_valid_train_sample_192060-v1;cv_valid_train_sample_192060;his death is registered with the war department in washington;his death is registered with the war department in washington;2
cv_valid_train_sample_192061-v1_cv_valid_train_sample_192061;cv_valid_train_sample_192061-v1;cv_valid_train_sample_192061;down below in the darkness were hundreds of people sleeping in peace;down below in the darkness were hundreds of people sleeping in peace;2
cv_valid_train_sample_192062-v1_cv_valid_train_sample_192062;cv_valid_train_sample_192062-v1;cv_valid_train_sample_192062;where are you bound asked the young arab;where are you bound asked the young arab;2
cv_valid_train_sample_192063-v1_cv_valid_train_sample_192063;cv_valid_train_sample_192063-v1;cv_valid_train_sample_192063;i had seen all that it would presently bring me;i had seen all that it would presently bring me;2
cv_valid_train_sample_192064-v1_cv_valid_train_sample_192064;cv_valid_train_sample_192064-v1;cv_valid_train_sample_192064;much better said the old man;much better said the old man;2
cv_valid_train_sample_192065-v1_cv_valid_train_sample_192065;cv_valid_train_sample_192065-v1;cv_valid_train_sample_192065;the heather was on fire and you could see a thin blue smoke rising up slowly;the heather was on fire and you could see a thin blue smoke rising up slowly;2
cv_valid_train_sample_192066-v1_cv_valid_train_sample_192066;cv_valid_train_sample_192066-v1;cv_valid_train_sample_192066;shall i announce you;shall i announce you;2
cv_valid_train_sample_192067-v1_cv_valid_train_sample_192067;cv_valid_train_sample_192067-v1;cv_valid_train_sample_192067;the system with certificate authorities has some serious issues;the system with certificate authorities has some serious issues;2
cv_valid_train_sample_192068-v1_cv_valid_train_sample_192068;cv_valid_train_sample_192068-v1;cv_valid_train_sample_192068;proteins have many functions in the human body;proteins have many functions in the human body;2
cv_valid_train_sample_192069-v1_cv_valid_train_sample_192069;cv_valid_train_sample_192069-v1;cv_valid_train_sample_192069;i had to hand over all our cash;i had to hand over all our cash;2
cv_valid_train_sample_192070-v1_cv_valid_train_sample_192070;cv_valid_train_sample_192070-v1;cv_valid_train_sample_192070;the boy was strong and wanted to retaliate but he was in a foreign country;the boy was strong and wanted to retaliate but he was in a foreign country;2
cv_valid_train_sample_192071-v1_cv_valid_train_sample_192071;cv_valid_train_sample_192071-v1;cv_valid_train_sample_192071;we ate spicy rice with chicken legs and white mushrooms;we ate spicy rice with chicken legs and white mushrooms;2
cv_valid_train_sample_192072-v1_cv_valid_train_sample_192072;cv_valid_train_sample_192072-v1;cv_valid_train_sample_192072;you mean here in the city;you mean here in the city;2
cv_valid_train_sample_192073-v1_cv_valid_train_sample_192073;cv_valid_train_sample_192073-v1;cv_valid_train_sample_192073;save you sister a piece or she will be mad;save you sister a piece or she will be mad;2
cv_valid_train_sample_192074-v1_cv_valid_train_sample_192074;cv_valid_train_sample_192074-v1;cv_valid_train_sample_192074;but those who know about such things would know that those are urim and thummim;but those who know about such things would know that those are urim and thummim;2
cv_valid_train_sample_192075-v1_cv_valid_train_sample_192075;cv_valid_train_sample_192075-v1;cv_valid_train_sample_192075;he thought of the woman who had trusted in the desert;he thought of the woman who had trusted in the desert;2
cv_valid_train_sample_192076-v1_cv_valid_train_sample_192076;cv_valid_train_sample_192076-v1;cv_valid_train_sample_192076;he moved about invisible but everyone could hear him;he moved about invisible but everyone could hear him;2
